dataset_id,dataset_name,platform,tissue,candidate_accession,found_in,n_candidates_in_paper,source_doi,paperclip_doc,current_access_link
visium_hd_sectio2025_visiumhd,Visium HD sections D1 and D2,10X Visium HD spatial transcriptomics,Healthy facial skin (temporal region),GSE274955,body,13,10.1101/2025.09.09.675235,ab2a1489-7001-1014-b2bf-f5e47d205c33,
visium_hd_sectio2025_visiumhd,Visium HD sections D1 and D2,10X Visium HD spatial transcriptomics,Healthy facial skin (temporal region),GSM5050540,body,13,10.1101/2025.09.09.675235,ab2a1489-7001-1014-b2bf-f5e47d205c33,
visium_hd_sectio2025_visiumhd,Visium HD sections D1 and D2,10X Visium HD spatial transcriptomics,Healthy facial skin (temporal region),GSM8238437,body,13,10.1101/2025.09.09.675235,ab2a1489-7001-1014-b2bf-f5e47d205c33,
visium_hd_sectio2025_visiumhd,Visium HD sections D1 and D2,10X Visium HD spatial transcriptomics,Healthy facial skin (temporal region),GSM8238438,body,13,10.1101/2025.09.09.675235,ab2a1489-7001-1014-b2bf-f5e47d205c33,
pkd1_rc_rc_and_i2025_visium,Pkd1 RC/RC and Ift88 spatial transcriptomics dataset,10X Visium,kidney,GSE193528,body,5,10.1101/2025.09.17.676846,b29c3080-73e4-1014-8b87-c40412f5133a,GSE299863
pkd1_rc_rc_and_i2025_visium,Pkd1 RC/RC and Ift88 spatial transcriptomics dataset,10X Visium,kidney,GSE268494,body,5,10.1101/2025.09.17.676846,b29c3080-73e4-1014-8b87-c40412f5133a,GSE299863
pkd1_rc_rc_and_i2025_visium,Pkd1 RC/RC and Ift88 spatial transcriptomics dataset,10X Visium,kidney,GSE297737,body,5,10.1101/2025.09.17.676846,b29c3080-73e4-1014-8b87-c40412f5133a,GSE299863
pkd1_rc_rc_and_i2025_visium,Pkd1 RC/RC and Ift88 spatial transcriptomics dataset,10X Visium,kidney,GSE298379,body,5,10.1101/2025.09.17.676846,b29c3080-73e4-1014-8b87-c40412f5133a,GSE299863
pkd1_rc_rc_and_i2025_visium,Pkd1 RC/RC and Ift88 spatial transcriptomics dataset,10X Visium,kidney,GSE299863,body,5,10.1101/2025.09.17.676846,b29c3080-73e4-1014-8b87-c40412f5133a,GSE299863
human_gastric_ca2025_he_only,human gastric cancer signet-ring cells H&E image,H&E only,Gastric cancer,zenodo.org/records/15164980,body,2,10.1101/2025.09.21.677634,19a5fcca-7594-1014-9eb2-f9d2c2e986b9,https://upenn.box.com/s/nazcbustyepbf7dsv0ih8enxw3wr04x6
human_kidney_cos2025_cosmx,human kidney CosMx data,CosMx,Kidney (T2D and normal),zenodo.org/records/15164980,body,2,10.1101/2025.09.21.677634,19a5fcca-7594-1014-9eb2-f9d2c2e986b9,https://upenn.box.com/s/5zjynedjrachn1p8c4y1us1vonhgqm3d
human_gastric_ca2025_he_only,human gastric cancer signet-ring cells H&E image,H&E only,Gastric cancer,zenodo.org/records/3957257,body,2,10.1101/2025.09.21.677634,19a5fcca-7594-1014-9eb2-f9d2c2e986b9,https://upenn.box.com/s/nazcbustyepbf7dsv0ih8enxw3wr04x6
human_kidney_cos2025_cosmx,human kidney CosMx data,CosMx,Kidney (T2D and normal),zenodo.org/records/3957257,body,2,10.1101/2025.09.21.677634,19a5fcca-7594-1014-9eb2-f9d2c2e986b9,https://upenn.box.com/s/5zjynedjrachn1p8c4y1us1vonhgqm3d
mouse_brain_coro2025_visium,Mouse brain coronal data,10x Visium,brain,GSE144240,body,1,10.1101/gr.280031.124,PMC12129015,https://support.10xgenomics.com/spatial-gene-expression/datasets
wu2024_visium,aging mouse brain dataset,10X Visium,brain,GSE129788,body,2,10.1111/acel.14109,PMC11113349,https://sysbio.gzzoc.com/Mouse-Brain-Aging/
wu2024_visium,aging mouse brain dataset,10X Visium,brain,GSE193107,body,2,10.1111/acel.14109,PMC11113349,https://sysbio.gzzoc.com/Mouse-Brain-Aging/
geomx_rna_ngs_wh2023_geomx,GeoMx RNA-NGS Whole Transcriptome Atlas (WTA),GeoMx Digital Spatial Profiler,Lateral cerebellar hemisphere (Purkinje cell soma and white matter),PXD042370,body,1,10.1111/jvim.16784,PMC10365050,
spatial_transcri2024_visium,Spatial Transcriptomics liver sections (Visium data generated in this study),Visium,liver,GSE189175,body,1,10.1111/liv.16125,PMC11891380,
wang2018_molecular_in,Wang et al. liver tumorigenesis screen data,Molecular inversion probe sequencing (MIPS),Liver,PRJNA416821,body,1,10.1126/sciadv.aao5508,PMC5829971,
ortiz2020_spatial_tran,Adult mouse brain spatial atlas,Spatial Transcriptomics,brain,GSE147747,body,1,10.1126/sciadv.abb3446,PMC7319762,
ortiz2020_st,Adult mouse whole-brain multi-slice dataset,ST,Whole brain,GSE147747,body,1,10.1126/sciadv.abb3446,PMC7319762,
ortiz2020_visium,mouse brain (Sects 1 and 2),10x Visium,brain,GSE147747,body,1,10.1126/sciadv.abb3446,PMC7319762,https://www.10xgenomics.com/datasets/mouse-brain-serial-section-1-sagittal-anterior-1-standard-1-0-0
ortiz2020_merfish,Sagittal mouse brain MERFISH dataset,Vizgen MERFISH,Brain (Sagittal),GSE147747,body,1,10.1126/sciadv.abb3446,PMC7319762,https://alleninstitute.github.io/abc_atlas_access/notebooks/zhuang_merfish_tutorial.html
ortiz2024_merfish,Sagittal adult mouse brain,MERFISH,Brain,GSE147747,body,1,10.1126/sciadv.abb3446,PMC7319762,https://alleninstitute.github.io/abc_atlas_access/notebooks/zhuang_merfish_tutorial.html
spatial_metabolo2022_maldimsi_mal,Spatial metabolomics dataset,MALDI-MSI (MALDI-Fourier-transform ion cyclotron resonance / MALDI-Orbitrap),Kidney cortical tissues,10.5281/zenodo.6410326,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
codex_imaging_da2022_codex,CODEX imaging dataset,CODEX multiplexed tissue imaging,Kidney biopsy,10.5281/zenodo.6410326,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
spatial_metabolo2022_maldimsi_mal,Spatial metabolomics dataset,MALDI-MSI (MALDI-Fourier-transform ion cyclotron resonance / MALDI-Orbitrap),Kidney cortical tissues,GSE114156,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
codex_imaging_da2022_codex,CODEX imaging dataset,CODEX multiplexed tissue imaging,Kidney biopsy,GSE114156,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
spatial_metabolo2022_maldimsi_mal,Spatial metabolomics dataset,MALDI-MSI (MALDI-Fourier-transform ion cyclotron resonance / MALDI-Orbitrap),Kidney cortical tissues,GSE121862,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
codex_imaging_da2022_codex,CODEX imaging dataset,CODEX multiplexed tissue imaging,Kidney biopsy,GSE121862,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
spatial_metabolo2022_maldimsi_mal,Spatial metabolomics dataset,MALDI-MSI (MALDI-Fourier-transform ion cyclotron resonance / MALDI-Orbitrap),Kidney cortical tissues,GSE140989,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
codex_imaging_da2022_codex,CODEX imaging dataset,CODEX multiplexed tissue imaging,Kidney biopsy,GSE140989,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
spatial_metabolo2022_maldimsi_mal,Spatial metabolomics dataset,MALDI-MSI (MALDI-Fourier-transform ion cyclotron resonance / MALDI-Orbitrap),Kidney cortical tissues,GSE163603,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
codex_imaging_da2022_codex,CODEX imaging dataset,CODEX multiplexed tissue imaging,Kidney biopsy,GSE163603,body,5,10.1126/sciadv.abn4965,PMC9176741,DOI: 10.48698/z30t-0a62
welch2022_visium,CK-p25 mouse coronal brain data set,10x Genomics Visium Spatial Proteogenomics (SPG),coronal brain tissue,GSE174265,body,4,10.1126/sciadv.abo4662,PMC9519048,https://www.10xgenomics.com/resources/datasets/
welch2022_visium,CK-p25 mouse coronal brain data set,10x Genomics Visium Spatial Proteogenomics (SPG),coronal brain tissue,synapse.org/#!Synapse:syn18485175,body,4,10.1126/sciadv.abo4662,PMC9519048,https://www.10xgenomics.com/resources/datasets/
welch2022_visium,CK-p25 mouse coronal brain data set,10x Genomics Visium Spatial Proteogenomics (SPG),coronal brain tissue,synapse.org/#!Synapse:syn3157322,body,4,10.1126/sciadv.abo4662,PMC9519048,https://www.10xgenomics.com/resources/datasets/
welch2022_visium,CK-p25 mouse coronal brain data set,10x Genomics Visium Spatial Proteogenomics (SPG),coronal brain tissue,synapse.org/#!Synapse:syn33212353,body,4,10.1126/sciadv.abo4662,PMC9519048,https://www.10xgenomics.com/resources/datasets/
wang2023_unknown,Colorectal cancer (CRC) primary and liver metastatic tumors dataset,,colorectal cancer and liver metastatic tumors,GSE225857,body,4,10.1126/sciadv.adf5464,PMC10275599,
wang2023_unknown,Colorectal cancer (CRC) primary and liver metastatic tumors dataset,,colorectal cancer and liver metastatic tumors,GSE39582,body,4,10.1126/sciadv.adf5464,PMC10275599,
wang2023_unknown,Colorectal cancer (CRC) primary and liver metastatic tumors dataset,,colorectal cancer and liver metastatic tumors,GSE50760,body,4,10.1126/sciadv.adf5464,PMC10275599,
wang2023_unknown,Colorectal cancer (CRC) primary and liver metastatic tumors dataset,,colorectal cancer and liver metastatic tumors,SRP2,body,4,10.1126/sciadv.adf5464,PMC10275599,
zhu2023_10x_genomics,Human cerebral cortex,10x Genomics Multiome ATAC and Gene Expression,cerebral cortex,10.5281/zenodo.7703253,body,6,10.1126/sciadv.adg3754,PMC10569714,
zhu2023_10x_genomics,Human cerebral cortex,10x Genomics Multiome ATAC and Gene Expression,cerebral cortex,GSE204684,body,6,10.1126/sciadv.adg3754,PMC10569714,
zhu2023_10x_genomics,Human cerebral cortex,10x Genomics Multiome ATAC and Gene Expression,cerebral cortex,cellxgene.cziscience.com/collections/ceb895f4-ff9f-403a-b7c3-187a9657ac2c,body,6,10.1126/sciadv.adg3754,PMC10569714,
zhu2023_10x_genomics,Human cerebral cortex,10x Genomics Multiome ATAC and Gene Expression,cerebral cortex,cellxgene.cziscience.com/collections/ceb895f4-ff9f-403ab7c3-187a9657ac2c,body,6,10.1126/sciadv.adg3754,PMC10569714,
zhu2023_10x_genomics,Human cerebral cortex,10x Genomics Multiome ATAC and Gene Expression,cerebral cortex,singlecell.broadinstitute.org/single_cell/study/SCP1859,body,6,10.1126/sciadv.adg3754,PMC10569714,
zhu2023_10x_genomics,Human cerebral cortex,10x Genomics Multiome ATAC and Gene Expression,cerebral cortex,zenodo.org/record/3404275,body,6,10.1126/sciadv.adg3754,PMC10569714,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,lung,10.5281/zenodo.10012934,body,9,10.1126/sciadv.adl5473,PMC11313858,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,lung,10.5281/zenodo.10012934,body,9,10.1126/sciadv.adl5473,PMC11313858,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,lung,10.5281/zenodo.10015169,body,9,10.1126/sciadv.adl5473,PMC11313858,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,lung,10.5281/zenodo.10015169,body,9,10.1126/sciadv.adl5473,PMC11313858,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,lung,10.5281/zenodo.10782736,body,9,10.1126/sciadv.adl5473,PMC11313858,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,lung,10.5281/zenodo.10782736,body,9,10.1126/sciadv.adl5473,PMC11313858,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,lung,GSE122960,body,9,10.1126/sciadv.adl5473,PMC11313858,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,lung,GSE122960,body,9,10.1126/sciadv.adl5473,PMC11313858,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,lung,GSE128033,body,9,10.1126/sciadv.adl5473,PMC11313858,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,lung,GSE128033,body,9,10.1126/sciadv.adl5473,PMC11313858,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,lung,GSE128169,body,9,10.1126/sciadv.adl5473,PMC11313858,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,lung,GSE128169,body,9,10.1126/sciadv.adl5473,PMC11313858,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,lung,GSE135893,body,9,10.1126/sciadv.adl5473,PMC11313858,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,lung,GSE135893,body,9,10.1126/sciadv.adl5473,PMC11313858,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,lung,GSE136831,body,9,10.1126/sciadv.adl5473,PMC11313858,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,lung,GSE136831,body,9,10.1126/sciadv.adl5473,PMC11313858,
xenium_in_situ_d2024_xenium,Xenium in situ dataset,Xenium in situ,lung,GSE158127,body,9,10.1126/sciadv.adl5473,PMC11313858,
comet_high_plex_2024_comet,COMET high-plex sequential immunofluorescence dataset,COMET,lung,GSE158127,body,9,10.1126/sciadv.adl5473,PMC11313858,
breast_cancer_br2024_visium,Breast cancer (BRCA) dataset (10x Genomics Visium),10x Genomics Visium,breast cancer,10.5281/zenodo.13283829,body,2,10.1126/sciadv.adp4942,PMC11430467,https://10xgenomics.com/resources/datasets/human-ovarian-cancer-whole-transcriptome-analysis-stains-dapi-anti-pan-ck-anti-cd-45-1-standard-1-2-0
breast_cancer_br2024_visium,Breast cancer (BRCA) dataset (10x Genomics Visium),10x Genomics Visium,breast cancer,GSM5924035,body,2,10.1126/sciadv.adp4942,PMC11430467,https://10xgenomics.com/resources/datasets/human-ovarian-cancer-whole-transcriptome-analysis-stains-dapi-anti-pan-ck-anti-cd-45-1-standard-1-2-0
shi2021_scrnaseq,Ganglionic eminence scRNA-seq dataset,scRNA-seq,Ganglionic eminence,GSE135827,body,1,10.1126/science.abj6641,PMC7618238,https://ftp.ncbi.nlm.nih.gov/geo/ (or reference source)
fang2022_merfish,Human middle temporal gyrus (MTG) dataset (MERFISH),MERFISH,visual cortex,10.5061/dryad.x3ffbg7mw,body,3,10.1126/science.abm1741,PMC9262715,10.5061/dryad.x3ffbg7mw
fang2022_merfish,Human middle temporal gyrus (MTG) dataset (MERFISH),MERFISH,visual cortex,10.5281/zenodo.3264857,body,3,10.1126/science.abm1741,PMC9262715,10.5061/dryad.x3ffbg7mw
fang2022_merfish,Human middle temporal gyrus (MTG) dataset (MERFISH),MERFISH,visual cortex,10.5281/zenodo.6459546,body,3,10.1126/science.abm1741,PMC9262715,10.5061/dryad.x3ffbg7mw
hipr_fish_and_162024_hiprfish_and,HiPR-FISH and 16S rRNA sequencing dataset of murine gut microbiota perturbation and recovery,HiPR-FISH and PacBio 16S HiFi sequencing,Cecum and distal colon,figshare.com/articles/dataset/Spatial_recovery_of_the_murine_gut_microbiota_after_antibiotics_perturbation_-_Raw_data/25766280,body,1,10.1128/mbio.00707-24,PMC11253616,https://figshare.com/articles/dataset/Spatial_recovery_of_the_murine_gut_microbiota_after_antibiotics_perturbation_-_Raw_data/25766280
roelands2023_imc,cohort of 61 IMC raw images with 39 markers of colorectal cancer,IMC,colorectal cancer,10.6084/m9.figshare.16818415,body,3,10.1136/gutjnl-2022-327608,PMC10314051,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD587
roelands2023_imc,cohort of 61 IMC raw images with 39 markers of colorectal cancer,IMC,colorectal cancer,S-BIAD587,body,3,10.1136/gutjnl-2022-327608,PMC10314051,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD587
roelands2023_imc,cohort of 61 IMC raw images with 39 markers of colorectal cancer,IMC,colorectal cancer,singlecell.broadinstitute.org/single_cell/study/SCP1162/human,body,3,10.1136/gutjnl-2022-327608,PMC10314051,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD587
visium_spatial_t2025_visium_2,Visium spatial transcriptomics dataset,10x Visium,colorectal cancer tissues,GSE123465,body,9,10.1136/jitc-2025-013763,PMC12766835,https://ngdc.cncb.ac.cn/gsa-human
visium_spatial_t2025_visium_2,Visium spatial transcriptomics dataset,10x Visium,colorectal cancer tissues,GSE132465,body,9,10.1136/jitc-2025-013763,PMC12766835,https://ngdc.cncb.ac.cn/gsa-human
visium_spatial_t2025_visium_2,Visium spatial transcriptomics dataset,10x Visium,colorectal cancer tissues,GSE144735,body,9,10.1136/jitc-2025-013763,PMC12766835,https://ngdc.cncb.ac.cn/gsa-human
visium_spatial_t2025_visium_2,Visium spatial transcriptomics dataset,10x Visium,colorectal cancer tissues,GSE161277,body,9,10.1136/jitc-2025-013763,PMC12766835,https://ngdc.cncb.ac.cn/gsa-human
visium_spatial_t2025_visium_2,Visium spatial transcriptomics dataset,10x Visium,colorectal cancer tissues,GSE200407,body,9,10.1136/jitc-2025-013763,PMC12766835,https://ngdc.cncb.ac.cn/gsa-human
visium_spatial_t2025_visium_2,Visium spatial transcriptomics dataset,10x Visium,colorectal cancer tissues,GSE200997,body,9,10.1136/jitc-2025-013763,PMC12766835,https://ngdc.cncb.ac.cn/gsa-human
visium_spatial_t2025_visium_2,Visium spatial transcriptomics dataset,10x Visium,colorectal cancer tissues,GSE221575,body,9,10.1136/jitc-2025-013763,PMC12766835,https://ngdc.cncb.ac.cn/gsa-human
visium_spatial_t2025_visium_2,Visium spatial transcriptomics dataset,10x Visium,colorectal cancer tissues,GSE231559,body,9,10.1136/jitc-2025-013763,PMC12766835,https://ngdc.cncb.ac.cn/gsa-human
visium_spatial_t2025_visium_2,Visium spatial transcriptomics dataset,10x Visium,colorectal cancer tissues,HRA011642,body,9,10.1136/jitc-2025-013763,PMC12766835,https://ngdc.cncb.ac.cn/gsa-human
melo2021_visium,spatial transcriptomic dataset for the mouse kidney demonstration,10X Genomics Visium,kidney,GSE121862,body,4,10.1172/jci.insight.147703,PMC8262485,GSM5224981
melo2021_visium,spatial transcriptomic dataset for the mouse kidney demonstration,10X Genomics Visium,kidney,GSE154107,body,4,10.1172/jci.insight.147703,PMC8262485,GSM5224981
melo2021_visium,spatial transcriptomic dataset for the mouse kidney demonstration,10X Genomics Visium,kidney,GSE171406,body,4,10.1172/jci.insight.147703,PMC8262485,GSM5224981
melo2021_visium,spatial transcriptomic dataset for the mouse kidney demonstration,10X Genomics Visium,kidney,GSE171639,body,4,10.1172/jci.insight.147703,PMC8262485,GSM5224981
xie2021_visium,SCAR_ST_000001 / Glioblastoma spatial dataset,Visium,brain / glioblastoma,GSE162631,body,1,10.1172/jci.insight.150861,PMC8410070,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_Glioblastoma_Pan_Cancer
herrera2022_lcms,Herrera spatial proteomics dataset,LC-MS,Lung,PXD029341,body,1,10.1172/jci.insight.156115,PMC9462507,PXD029341
cheung2022_unknown,Spatially resolved gene expression profiling dataset from Cheung et al.,,kidney,GSE200115,body,1,10.1172/jci.insight.161078,PMC9714795,
larouche2023_visium,Dataset 4,Visium,skeletal muscle (tibialis anterior),GSE205707,body,1,10.1172/jci.insight.162835,PMC10132146,
wenger2013_illumina_and,Hydra vulgaris RNA-Seq transcriptome,Illumina and 454 reads,,ERP001719,body,2,10.1186/1471-2164-14-204,PMC3764976,HAAC01000001-HAAC01045269
wenger2013_illumina_and,Hydra vulgaris RNA-Seq transcriptome,Illumina and 454 reads,,PRJEB445,body,2,10.1186/1471-2164-14-204,PMC3764976,HAAC01000001-HAAC01045269
human_spleen_sam2023_visium,Human spleen sample,Visium,Spleen,GSM5028434,body,2,10.1186/s12859-023-05150-1,PMC9881287,
human_spleen_sam2023_visium,Human spleen sample,Visium,Spleen,GSM528388,body,2,10.1186/s12859-023-05150-1,PMC9881287,
pardo2022_visium,Human dorsolateral pre-frontal cortex (DLPFC) dataset,10X Visium,Dorsolateral pre-frontal cortex,10.5281/zenodo.4679424,body,1,10.1186/s12864-022-08601-w,PMC9188087,https://github.com/LieberInstitute/spatialLIBD
pardo2022_unknown,Real dataset 2,,,10.5281/zenodo.4679424,body,1,10.1186/s12864-022-08601-w,PMC9188087,http://research.libd.org/spatialLIBD/
phenocycler_fusi2023_phenocycler,PhenoCycler Fusion dataset,Phenocycler Fusion (protein-based),breast cancer,E-MTAB-6524,body,3,10.1186/s12864-023-09722-6,PMC10683105,
cosmx_dataset2023_cosmx,CosMX dataset,CosMX (protein-based),breast cancer,E-MTAB-6524,body,3,10.1186/s12864-023-09722-6,PMC10683105,
phenocycler_fusi2023_phenocycler,PhenoCycler Fusion dataset,Phenocycler Fusion (protein-based),breast cancer,GSE161529,body,3,10.1186/s12864-023-09722-6,PMC10683105,
cosmx_dataset2023_cosmx,CosMX dataset,CosMX (protein-based),breast cancer,GSE161529,body,3,10.1186/s12864-023-09722-6,PMC10683105,
phenocycler_fusi2023_phenocycler,PhenoCycler Fusion dataset,Phenocycler Fusion (protein-based),breast cancer,GSE176078,body,3,10.1186/s12864-023-09722-6,PMC10683105,
cosmx_dataset2023_cosmx,CosMX dataset,CosMX (protein-based),breast cancer,GSE176078,body,3,10.1186/s12864-023-09722-6,PMC10683105,
cacao_transcript2024_quantseq_3_l,"Cacao Transcriptome Atlas (Developmental, Drought and Diurnal, Meristem, Seed, Leaf Development, and Leaf Infection Atlases)",QuantSeq 3' (Lexogen) and TruSeq (Illumina),"123 different tissues and stages of development across major organs (seeds, meristems, leaves, stems, roots, fruits, flowers)",10.5061/dryad.0k6djhb59,body,4,10.1186/s12870-024-05171-9,PMC11201900,10.5061/dryad.0k6djhb59
cacao_transcript2024_quantseq_3_l,"Cacao Transcriptome Atlas (Developmental, Drought and Diurnal, Meristem, Seed, Leaf Development, and Leaf Infection Atlases)",QuantSeq 3' (Lexogen) and TruSeq (Illumina),"123 different tissues and stages of development across major organs (seeds, meristems, leaves, stems, roots, fruits, flowers)",PRJNA476877,body,4,10.1186/s12870-024-05171-9,PMC11201900,10.5061/dryad.0k6djhb59
cacao_transcript2024_quantseq_3_l,"Cacao Transcriptome Atlas (Developmental, Drought and Diurnal, Meristem, Seed, Leaf Development, and Leaf Infection Atlases)",QuantSeq 3' (Lexogen) and TruSeq (Illumina),"123 different tissues and stages of development across major organs (seeds, meristems, leaves, stems, roots, fruits, flowers)",PRJNA931994,body,4,10.1186/s12870-024-05171-9,PMC11201900,10.5061/dryad.0k6djhb59
cacao_transcript2024_quantseq_3_l,"Cacao Transcriptome Atlas (Developmental, Drought and Diurnal, Meristem, Seed, Leaf Development, and Leaf Infection Atlases)",QuantSeq 3' (Lexogen) and TruSeq (Illumina),"123 different tissues and stages of development across major organs (seeds, meristems, leaves, stems, roots, fruits, flowers)",PRJNA933172,body,4,10.1186/s12870-024-05171-9,PMC11201900,10.5061/dryad.0k6djhb59
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE13507,body,10,10.1186/s12967-025-07534-8,PMC12821202,
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE1694,body,10,10.1186/s12967-025-07534-8,PMC12821202,
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE169455,body,10,10.1186/s12967-025-07534-8,PMC12821202,
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE31684,body,10,10.1186/s12967-025-07534-8,PMC12821202,
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE48075,body,10,10.1186/s12967-025-07534-8,PMC12821202,
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE48276,body,10,10.1186/s12967-025-07534-8,PMC12821202,
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE52219,body,10,10.1186/s12967-025-07534-8,PMC12821202,
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE69795,body,10,10.1186/s12967-025-07534-8,PMC12821202,
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE83586,body,10,10.1186/s12967-025-07534-8,PMC12821202,
matched_single_c2025_visium,Matched single-cell and spatial transcriptomic samples (in-house cohort),10X Visium,Lymph node-metastasized bladder cancer (primary tumor and metastatic lymph node),GSE87304,body,10,10.1186/s12967-025-07534-8,PMC12821202,
madissoon2019_scrnaseq,Madissoon2020 (lung dataset),scRNA-seq,"lung, spleen, esophagus",PRJEB31843,body,1,10.1186/s13059-019-1906-x,PMC6937944,
v1_mouse_brain_s2023_visium,V1_Mouse_Brain_Sagittal_Posterior_Section_2,10X Visium,,10.5281/zenodo.7592392,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://www.10xgenomics.com/resources/datasets
humanprostatecan2023_merfish,HumanProstateCancerPatient1_FOV1013,MERFISH,breast cancer,10.5281/zenodo.7592392,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://vizgen.com/data-release-program/
v1_mouse_brain_s2023_visium,V1_Mouse_Brain_Sagittal_Posterior_Section_2,10X Visium,,GSE137986,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://www.10xgenomics.com/resources/datasets
humanprostatecan2023_merfish,HumanProstateCancerPatient1_FOV1013,MERFISH,breast cancer,GSE137986,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://vizgen.com/data-release-program/
v1_mouse_brain_s2023_visium,V1_Mouse_Brain_Sagittal_Posterior_Section_2,10X Visium,,GSM4096261,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://www.10xgenomics.com/resources/datasets
humanprostatecan2023_merfish,HumanProstateCancerPatient1_FOV1013,MERFISH,breast cancer,GSM4096261,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://vizgen.com/data-release-program/
v1_mouse_brain_s2023_visium,V1_Mouse_Brain_Sagittal_Posterior_Section_2,10X Visium,,GSM4096262,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://www.10xgenomics.com/resources/datasets
humanprostatecan2023_merfish,HumanProstateCancerPatient1_FOV1013,MERFISH,breast cancer,GSM4096262,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://vizgen.com/data-release-program/
v1_mouse_brain_s2023_visium,V1_Mouse_Brain_Sagittal_Posterior_Section_2,10X Visium,,GSM4189611,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://www.10xgenomics.com/resources/datasets
humanprostatecan2023_merfish,HumanProstateCancerPatient1_FOV1013,MERFISH,breast cancer,GSM4189611,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://vizgen.com/data-release-program/
v1_mouse_brain_s2023_visium,V1_Mouse_Brain_Sagittal_Posterior_Section_2,10X Visium,,GSM4189612,body,14,10.1186/s13059-023-02879-z,PMC9983268,https://www.10xgenomics.com/resources/datasets
