dataset_id,dataset_name,platform,modality,is_spatial,species,tissue,disease,perturbation,n_samples,data_access_link,download_url,data_downloadable,original_publication,original_publication_link,original_publication_year,first_published_by_model_paper,candidate_accessions,notes
hubmap_hbm252_mshb_693_auto_fluorescence_kidney_left_endogenous_fluor,HuBMAP HBM252.MSHB.693 · Auto-fluorescence · Kidney (Left) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/d8071cf5f2f01d3086bdec5170a1f598,https://assets.hubmapconsortium.org/d8071cf5f2f01d3086bdec5170a1f598/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/d8071cf5f2f01d3086bdec5170a1f598,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8071cf5f2f01d3086bdec5170a1f598; access public
hubmap_hbm766_xkhl_326_geomx_ngs_placenta_rna,HuBMAP HBM766.XKHL.326 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d8120ab508802a93153d0c0b2b204144,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d8120ab508802a93153d0c0b2b204144,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8120ab508802a93153d0c0b2b204144; access protected
hubmap_hbm455_xftl_778_geomx_ngs_placenta_rna,HuBMAP HBM455.XFTL.778 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d8126041ee45d77b56da7ae69ff5df33,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d8126041ee45d77b56da7ae69ff5df33,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8126041ee45d77b56da7ae69ff5df33; access protected
hubmap_hbm788_zjww_966_histology_uterus_nucleic_acid_pro,HuBMAP HBM788.ZJWW.966 · Histology · Uterus · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/d83e15b2c91e0c3952acbf2f4ea1166b,https://assets.hubmapconsortium.org/d83e15b2c91e0c3952acbf2f4ea1166b/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - University of Pennsylvania,https://portal.hubmapconsortium.org/browse/dataset/d83e15b2c91e0c3952acbf2f4ea1166b,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d83e15b2c91e0c3952acbf2f4ea1166b; access public
hubmap_hbm722_hrnw_354_geomx_ngs_placenta_rna,HuBMAP HBM722.HRNW.354 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d83f1cf9b6c1c5deabc22c77a26ba6d6,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d83f1cf9b6c1c5deabc22c77a26ba6d6,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d83f1cf9b6c1c5deabc22c77a26ba6d6; access protected
hubmap_hbm792_qfdh_398_xenium_small_intestine_rna,HuBMAP HBM792.QFDH.398 · Xenium · Small Intestine · RNA,Xenium,spatial transcriptomics,yes,human,Small Intestine,,,,https://portal.hubmapconsortium.org/browse/dataset/d849981a3f314eaf322813dcf6146027,https://assets.hubmapconsortium.org/d849981a3f314eaf322813dcf6146027/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford TMC,https://portal.hubmapconsortium.org/browse/dataset/d849981a3f314eaf322813dcf6146027,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d849981a3f314eaf322813dcf6146027; access public
hubmap_hbm564_dspg_945_unspecified_small_intestine_na,HuBMAP HBM564.DSPG.945 · unspecified · Small Intestine,unspecified,,unknown,human,Small Intestine,,,,https://portal.hubmapconsortium.org/browse/dataset/d84fb871861bf966850943b4ab2a9134,https://assets.hubmapconsortium.org/d84fb871861bf966850943b4ab2a9134/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford TMC,https://portal.hubmapconsortium.org/browse/dataset/d84fb871861bf966850943b4ab2a9134,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d84fb871861bf966850943b4ab2a9134; access public
hubmap_hbm282_rjbp_442_unspecified_uterus_na,HuBMAP HBM282.RJBP.442 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/d8853387ce9ff3e9f1023dec0545ae24,https://assets.hubmapconsortium.org/d8853387ce9ff3e9f1023dec0545ae24/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/d8853387ce9ff3e9f1023dec0545ae24,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8853387ce9ff3e9f1023dec0545ae24; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm843_xnqq_763_histology_eye_left_endogenous_fluor,HuBMAP HBM843.XNQQ.763 · Histology · Eye (Left) · Endogenous fluorophore,Histology,spatial proteomics,yes,human,Eye (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/d8976d18af1cea817cd00a391f872540,https://assets.hubmapconsortium.org/d8976d18af1cea817cd00a391f872540/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/d8976d18af1cea817cd00a391f872540,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8976d18af1cea817cd00a391f872540; access public
hubmap_hbm222_qxns_577_phenocycler_kidney_right_protein,HuBMAP HBM222.QXNS.577 · PhenoCycler · Kidney (Right) · Protein,PhenoCycler,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/d8a0ecd03d0d31e93d5f10cf75e02181,https://assets.hubmapconsortium.org/d8a0ecd03d0d31e93d5f10cf75e02181/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/d8a0ecd03d0d31e93d5f10cf75e02181,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8a0ecd03d0d31e93d5f10cf75e02181; access public
hubmap_hbm234_rqbh_293_histology_lung_right_nucleic_acid_pro,HuBMAP HBM234.RQBH.293 · Histology · Lung (Right) · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Lung (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/d8add528851ee2fe62d797990495577f,https://assets.hubmapconsortium.org/d8add528851ee2fe62d797990495577f/,yes (public HuBMAP assets),HuBMAP Consortium · University of Rochester Medical Center TMC,https://portal.hubmapconsortium.org/browse/dataset/d8add528851ee2fe62d797990495577f,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8add528851ee2fe62d797990495577f; access public
hubmap_hbm268_nmgn_876_unspecified_kidney_left_na,HuBMAP HBM268.NMGN.876 · unspecified · Kidney (Left),Histology,,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/d8b2eaacefb47f8fd8b5c5957e64e91d,https://assets.hubmapconsortium.org/d8b2eaacefb47f8fd8b5c5957e64e91d/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/d8b2eaacefb47f8fd8b5c5957e64e91d,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8b2eaacefb47f8fd8b5c5957e64e91d; access public; HuBMAP pipeline: Kaggle-1 Segmentation
hubmap_hbm599_msmx_795_geomx_ngs_placenta_rna,HuBMAP HBM599.MSMX.795 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d8e707b048584dfb4f2b692c865efb74,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d8e707b048584dfb4f2b692c865efb74,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8e707b048584dfb4f2b692c865efb74; access protected
hubmap_hbm268_lsdw_874_geomx_ngs_placenta_rna,HuBMAP HBM268.LSDW.874 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d8eacc633d4981af19d65ae5d0739818,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d8eacc633d4981af19d65ae5d0739818,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8eacc633d4981af19d65ae5d0739818; access protected
hubmap_hbm328_nwvk_227_histology_lung_right_nucleic_acid_pro,HuBMAP HBM328.NWVK.227 · Histology · Lung (Right) · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Lung (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/d8f096bc0ea30f54b192438e5ecf4327,https://assets.hubmapconsortium.org/d8f096bc0ea30f54b192438e5ecf4327/,yes (public HuBMAP assets),HuBMAP Consortium · University of Rochester Medical Center TMC,https://portal.hubmapconsortium.org/browse/dataset/d8f096bc0ea30f54b192438e5ecf4327,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d8f096bc0ea30f54b192438e5ecf4327; access public
hubmap_hbm892_phbg_697_unspecified_uterus_na,HuBMAP HBM892.PHBG.697 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/d91c11f6c98c2c0413994e8a1fcc51b1,https://assets.hubmapconsortium.org/d91c11f6c98c2c0413994e8a1fcc51b1/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/d91c11f6c98c2c0413994e8a1fcc51b1,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d91c11f6c98c2c0413994e8a1fcc51b1; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm363_mvjw_838_geomx_ngs_placenta_rna,HuBMAP HBM363.MVJW.838 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d95285d718fa5d12f66692fe0d7a3501,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d95285d718fa5d12f66692fe0d7a3501,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d95285d718fa5d12f66692fe0d7a3501; access protected
hubmap_hbm928_cmpq_539_cell_dive_placenta_protein,HuBMAP HBM928.CMPQ.539 · Cell DIVE · Placenta · Protein,Cell DIVE,spatial proteomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d96e8ee74bc57ce3e84e5210da3d7c3e,https://assets.hubmapconsortium.org/d96e8ee74bc57ce3e84e5210da3d7c3e/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d96e8ee74bc57ce3e84e5210da3d7c3e,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d96e8ee74bc57ce3e84e5210da3d7c3e; access public
hubmap_hbm869_cdqb_948_geomx_ngs_placenta_rna,HuBMAP HBM869.CDQB.948 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d9823b2cd4063b18513ac9e38bc8411a,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d9823b2cd4063b18513ac9e38bc8411a,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d9823b2cd4063b18513ac9e38bc8411a; access protected
hubmap_hbm489_lpcx_978_slide_seq_kidney_left_rna,HuBMAP HBM489.LPCX.978 · Slide-seq · Kidney (Left) · RNA,Slide-seq,spatial transcriptomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/d9b43585124c9872131c951a815d2ab1,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · Broad Institute RTI,https://portal.hubmapconsortium.org/browse/dataset/d9b43585124c9872131c951a815d2ab1,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d9b43585124c9872131c951a815d2ab1; access protected
hubmap_hbm556_vxgq_987_maldi_kidney_right_lipid,HuBMAP HBM556.VXGQ.987 · MALDI · Kidney (Right) · Lipid,MALDI,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/d9e3c80a32567cde9b61e38ce8693559,https://assets.hubmapconsortium.org/d9e3c80a32567cde9b61e38ce8693559/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/d9e3c80a32567cde9b61e38ce8693559,2020,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d9e3c80a32567cde9b61e38ce8693559; access public
hubmap_hbm424_zbht_337_geomx_ngs_placenta_rna,HuBMAP HBM424.ZBHT.337 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d9eccc6e74355e5925d7d0ac42431440,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d9eccc6e74355e5925d7d0ac42431440,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d9eccc6e74355e5925d7d0ac42431440; access protected
hubmap_hbm363_zpmt_862_geomx_ngs_placenta_rna,HuBMAP HBM363.ZPMT.862 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/d9eec244bd11975d20cb385b7b7947f1,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/d9eec244bd11975d20cb385b7b7947f1,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d9eec244bd11975d20cb385b7b7947f1; access protected
hubmap_hbm272_lmgt_253_visium_no_probes_ovary_left_na,HuBMAP HBM272.LMGT.253 · Visium (no probes) · Ovary (Left),Visium (no probes),spatial transcriptomics,yes,human,Ovary (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/d9ef5b6d4e3e432ba8f06eee45db2bd9,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of Pennsylvania,https://portal.hubmapconsortium.org/browse/dataset/d9ef5b6d4e3e432ba8f06eee45db2bd9,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid d9ef5b6d4e3e432ba8f06eee45db2bd9; access protected
hubmap_hbm562_hbkn_689_auto_fluorescence_eye_left_endogenous_fluor,HuBMAP HBM562.HBKN.689 · Auto-fluorescence · Eye (Left) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Eye (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/da3962f067a8789a28201e9f10711dda,https://assets.hubmapconsortium.org/da3962f067a8789a28201e9f10711dda/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/da3962f067a8789a28201e9f10711dda,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid da3962f067a8789a28201e9f10711dda; access public
hubmap_hbm843_crvg_962_geomx_ngs_placenta_rna,HuBMAP HBM843.CRVG.962 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/da644a4e56f636fc626db7eaaa313f29,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/da644a4e56f636fc626db7eaaa313f29,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid da644a4e56f636fc626db7eaaa313f29; access protected
hubmap_hbm676_kqlk_435_auto_fluorescence_kidney_left_endogenous_fluor,HuBMAP HBM676.KQLK.435 · Auto-fluorescence · Kidney (Left) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/da7d014bce93b36199c34bd64e3e11f5,https://assets.hubmapconsortium.org/da7d014bce93b36199c34bd64e3e11f5/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/da7d014bce93b36199c34bd64e3e11f5,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid da7d014bce93b36199c34bd64e3e11f5; access public
hubmap_hbm967_dmzc_768_auto_fluorescence_kidney_right_endogenous_fluor,HuBMAP HBM967.DMZC.768 · Auto-fluorescence · Kidney (Right) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/da81716f4b699723e5d64fcec3069240,https://assets.hubmapconsortium.org/da81716f4b699723e5d64fcec3069240/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/da81716f4b699723e5d64fcec3069240,2024,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid da81716f4b699723e5d64fcec3069240; access public
hubmap_hbm688_ckvg_795_geomx_ngs_placenta_rna,HuBMAP HBM688.CKVG.795 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/da84daad2fff1ac69a1428ba8f13e84e,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/da84daad2fff1ac69a1428ba8f13e84e,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid da84daad2fff1ac69a1428ba8f13e84e; access protected
hubmap_hbm246_kgrx_666_geomx_ngs_placenta_rna,HuBMAP HBM246.KGRX.666 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/da93ea2a1a89eadb8c67dcf3832a862c,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/da93ea2a1a89eadb8c67dcf3832a862c,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid da93ea2a1a89eadb8c67dcf3832a862c; access protected
hubmap_hbm744_rvps_284_geomx_ngs_placenta_rna,HuBMAP HBM744.RVPS.284 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/daa2ab97a53644a8b0a9dda35efda7aa,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/daa2ab97a53644a8b0a9dda35efda7aa,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid daa2ab97a53644a8b0a9dda35efda7aa; access protected
hubmap_hbm778_ngvj_278_geomx_ngs_placenta_rna,HuBMAP HBM778.NGVJ.278 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/daa896d225d948d20c0364d99b5d64bf,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/daa896d225d948d20c0364d99b5d64bf,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid daa896d225d948d20c0364d99b5d64bf; access protected
hubmap_hbm827_mjmm_447_unspecified_kidney_right_na,HuBMAP HBM827.MJMM.447 · unspecified · Kidney (Right),unspecified,,unknown,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/dab09765ac710804749b195462381b32,https://assets.hubmapconsortium.org/dab09765ac710804749b195462381b32/,yes (public HuBMAP assets),HuBMAP Consortium · Broad Institute RTI,https://portal.hubmapconsortium.org/browse/dataset/dab09765ac710804749b195462381b32,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dab09765ac710804749b195462381b32; access public
hubmap_hbm562_gvdm_422_unspecified_uterus_na,HuBMAP HBM562.GVDM.422 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/dabc1299b26561c77b9034988e6a5bea,https://assets.hubmapconsortium.org/dabc1299b26561c77b9034988e6a5bea/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/dabc1299b26561c77b9034988e6a5bea,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dabc1299b26561c77b9034988e6a5bea; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm464_mlpl_672_geomx_ngs_placenta_rna,HuBMAP HBM464.MLPL.672 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/dad1f7108bc9da06060676ae47c3967e,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/dad1f7108bc9da06060676ae47c3967e,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dad1f7108bc9da06060676ae47c3967e; access protected
hubmap_hbm354_jsll_452_mibi_bone_marrow_protein,HuBMAP HBM354.JSLL.452 · MIBI · Bone Marrow · Protein,MIBI,spatial proteomics,yes,human,Bone Marrow,,,,https://portal.hubmapconsortium.org/browse/dataset/dae085bf389a47ad45adbd3eb039265d,https://assets.hubmapconsortium.org/dae085bf389a47ad45adbd3eb039265d/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford University Bone Marrow TMC,https://portal.hubmapconsortium.org/browse/dataset/dae085bf389a47ad45adbd3eb039265d,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid dae085bf389a47ad45adbd3eb039265d; access public
hubmap_hbm893_csrx_568_geomx_ngs_placenta_rna,HuBMAP HBM893.CSRX.568 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/daef2eb5d1793c0561d1985fc5619b36,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/daef2eb5d1793c0561d1985fc5619b36,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid daef2eb5d1793c0561d1985fc5619b36; access protected
hubmap_hbm863_pfhv_854_histology_uterus_nucleic_acid_pro,HuBMAP HBM863.PFHV.854 · Histology · Uterus · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/db0247a645218a3a9da4b985829a9ffc,https://assets.hubmapconsortium.org/db0247a645218a3a9da4b985829a9ffc/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - University of Pennsylvania,https://portal.hubmapconsortium.org/browse/dataset/db0247a645218a3a9da4b985829a9ffc,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid db0247a645218a3a9da4b985829a9ffc; access public
hubmap_hbm439_kzvb_477_visium_no_probes_ovary_left_na,HuBMAP HBM439.KZVB.477 · Visium (no probes) · Ovary (Left),Visium (no probes),spatial transcriptomics,yes,human,Ovary (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/db3becb478739728d85d34371c17cd4b,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of Pennsylvania,https://portal.hubmapconsortium.org/browse/dataset/db3becb478739728d85d34371c17cd4b,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid db3becb478739728d85d34371c17cd4b; access protected
hubmap_hbm679_jxjr_677_unspecified_uterus_na,HuBMAP HBM679.JXJR.677 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/db3cb0d421ee3ef16755c95048f3ff1d,https://assets.hubmapconsortium.org/db3cb0d421ee3ef16755c95048f3ff1d/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/db3cb0d421ee3ef16755c95048f3ff1d,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid db3cb0d421ee3ef16755c95048f3ff1d; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm957_pxpl_838_geomx_ngs_placenta_rna,HuBMAP HBM957.PXPL.838 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/db3d262e1424bdb396515656d9cce429,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/db3d262e1424bdb396515656d9cce429,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid db3d262e1424bdb396515656d9cce429; access protected
