model,model_paper_title,model_paper_link,dataset_id,usage,alias_in_model_paper
PMC11607964,Deciphering spatial domains from spatially resolved transcriptomics through spatially regularized deep graph networks,https://doi.org/10.1186/s12864-024-11072-w,stickels2021_stereo,analysis/benchmark,Mouse hippocampus (Slide-seqV2)
PMC11607964,Deciphering spatial domains from spatially resolved transcriptomics through spatially regularized deep graph networks,https://doi.org/10.1186/s12864-024-11072-w,codeluppi2018_unknown,analysis/benchmark,Mouse somatosensory cortex (osmFISH)
PMC11607964,Deciphering spatial domains from spatially resolved transcriptomics through spatially regularized deep graph networks,https://doi.org/10.1186/s12864-024-11072-w,allen2023_aging_brain_merfish,analysis/benchmark,Mouse frontal cortex (MERFISH)
TransST,TransST: transfer learning embedded spatial factor modeling of spatial transcriptomics data,https://doi.org/10.1186/s12859-025-06099-z,lohoff2021_seqfish,analysis/benchmark,High-resolution mouse embryos / SpatialMouseAtlas2020
TransST,TransST: transfer learning embedded spatial factor modeling of spatial transcriptomics data,https://doi.org/10.1186/s12859-025-06099-z,ji2020_xenium,analysis/benchmark,Squamous cell carcinoma (ST-SCC)
PMC11907085,Single-cell spatial transcriptomics unravels cell states and ecosystems associated with clinical response to immunotherapy,https://doi.org/10.1136/jitc-2024-011308,cosmx_vhsil_spat2025_cosmx,analysis/benchmark,CosMx vHSIL Spatial Transcriptomics Dataset
PMC11907085,Single-cell spatial transcriptomics unravels cell states and ecosystems associated with clinical response to immunotherapy,https://doi.org/10.1136/jitc-2024-011308,kong2023_singlecell_r,analysis/benchmark,Kong Colon Single-Cell Dataset
PMC11907085,Single-cell spatial transcriptomics unravels cell states and ecosystems associated with clinical response to immunotherapy,https://doi.org/10.1136/jitc-2024-011308,bassez2021_singlecell_r,analysis/benchmark,Bassez Breast Cancer Dataset
PMC11907085,Single-cell spatial transcriptomics unravels cell states and ecosystems associated with clinical response to immunotherapy,https://doi.org/10.1136/jitc-2024-011308,kang2024_singlecell_r,analysis/benchmark,Kang Cancer Ecosystems Dataset
Thor,Thor: a platform for cell-level investigation of spatial transcriptomics and histology,https://doi.org/10.21203/rs.3.rs-4909620/v1,janesick2023_visium_2,analysis/benchmark,Human breast cancer by Xenium & Visium
Thor,Thor: a platform for cell-level investigation of spatial transcriptomics and histology,https://doi.org/10.21203/rs.3.rs-4909620/v1,kuppe2022_spatial_tran,analysis/benchmark,Human myocardial infarction by Visium
Thor,Thor: a platform for cell-level investigation of spatial transcriptomics and histology,https://doi.org/10.21203/rs.3.rs-4909620/v1,human_post_lvad_2025_visium,analysis/benchmark,Human post-LVAD heart failure by Visium
Thor,Thor: a platform for cell-level investigation of spatial transcriptomics and histology,https://doi.org/10.21203/rs.3.rs-4909620/v1,human_bladder_ca2025_visiumhd_2,analysis/benchmark,Human bladder cancer by Visium HD
Thor,Thor: a platform for cell-level investigation of spatial transcriptomics and histology,https://doi.org/10.21203/rs.3.rs-4909620/v1,chen2015_merfish_2,analysis/benchmark,Mouse brain by MERFISH
PMC10287917,Optimization-based decoding of Imaging Spatial Transcriptomics data,https://doi.org/10.1093/bioinformatics/btad362,wang2018_osmfish,analysis/benchmark,STARmap mouse dataset (160 genes)
SpotSweeper,SpotSweeper: spatially-aware quality control for spatial transcriptomics,https://doi.org/10.1101/2024.06.06.597765,maynard2024_visium,analysis/benchmark,Visium human DLPFC dataset (Maynard et al.)
SpotSweeper,SpotSweeper: spatially-aware quality control for spatial transcriptomics,https://doi.org/10.1101/2024.06.06.597765,huukimyers2023_visium,analysis/benchmark,Visium human DLPFC dataset (Huuki-Myers et al.)
SpotSweeper,SpotSweeper: spatially-aware quality control for spatial transcriptomics,https://doi.org/10.1101/2024.06.06.597765,mouse_coronal_br2024_visium,analysis/benchmark,Mouse Coronal Brain dataset
PMC12004221,Fast analysis of Spatial Transcriptomics (FaST): an ultra lightweight and fast pipeline for the analysis of high resolution spatial transcriptomics,https://doi.org/10.1093/nargab/lqaf044,schott2024_st,analysis/benchmark,GSM7990097
PMC12004221,Fast analysis of Spatial Transcriptomics (FaST): an ultra lightweight and fast pipeline for the analysis of high resolution spatial transcriptomics,https://doi.org/10.1093/nargab/lqaf044,kim2025_novascope_se,analysis/benchmark,"NovaScope dataset (N3_B08C_v2b, N3_B08C_v2bu, N3_B08C_v2c, N3_B08C_v2cu, N3_B08C_v2a)"
PMC12004221,Fast analysis of Spatial Transcriptomics (FaST): an ultra lightweight and fast pipeline for the analysis of high resolution spatial transcriptomics,https://doi.org/10.1093/nargab/lqaf044,chen2022_slideseq,analysis/benchmark,Stereo-seq mouse head demo dataset (#C04042E3)
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,berglund2018_st,analysis/benchmark,Prostate cancer spatial transcriptomics dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,thrane2018_spatial_rese,analysis/benchmark,Melanoma lymph node metastases spatial transcriptomics dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,asp2019_10x_genomics,analysis/benchmark,Developing human heart spatial transcriptomics dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,liu2020_spots,analysis/benchmark,Mouse embryo DBiT-seq dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,mantri2021_unknown,analysis/benchmark,Developing chicken heart dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,sanchezferras2021_spatial_tran,analysis/benchmark,Urinary tract development dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,ferreira2021_visium,analysis/benchmark,Kidney injury spatial transcriptomics dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,srivatsan2021_scispace_2,analysis/benchmark,Embryo-scale sci-SPACE dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,gouin2021_unknown,analysis/benchmark,Bladder cancer spatial transcriptomics dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,wu2022_visium,analysis/benchmark,Colorectal cancer liver metastasis dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,lohoff2021_seqfish,analysis/benchmark,Mouse organogenesis seqFISH dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,wu2021_single_cell,analysis/benchmark,Human breast cancers spatial transcriptomics dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,hunter2021_visium,analysis/benchmark,Zebrafish tumor-microenvironment interface dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,andrews2022_spatial_tran,analysis/benchmark,Healthy human liver dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,dixon2022_visium,analysis/benchmark,Acute kidney injury female murine model dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,spatial_transcri2021_spatial_tran,analysis/benchmark,Mouse liver zonation dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,garciaalonso2021_singlecell_a,analysis/benchmark,Human endometrium dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,guilliams2022_visium,analysis/benchmark,Hepatic macrophage niches dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,akeret2022_unknown,analysis/benchmark,Coronal mouse brain sections after heme injection dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,ravi2022_spatial_tran,analysis/benchmark,Glioblastoma microenvironment dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,ratz2022_spatial_tran,analysis/benchmark,Mouse brain clonal relations dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,kadur2022_spatial_tran,analysis/benchmark,Human distal lung maps dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,chen2022_slideseq,analysis/benchmark,Mouse organogenesis DNA nanoball-patterned arrays dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,suo2022_visium,analysis/benchmark,Developing human immune system dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,codeluppi2018_unknown,analysis/benchmark,Somatosensory cortex osmFISH dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,mokitt2018_merfish,analysis/benchmark,Hypothalamic preoptic region dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,maniatis2019_spatial_tran,analysis/benchmark,Mouse spinal cords ALS dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,guo2022_spatial_tran,analysis/benchmark,Pancreatic ductal adenocarcinomas dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,ji2020_xenium,analysis/benchmark,Human squamous cell carcinoma dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,ortiz2024_merfish,analysis/benchmark,Adult mouse brain molecular atlas dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,chen2020_spatial_tran_3,analysis/benchmark,Alzheimer's disease brain dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,navarro2020_st,analysis/benchmark,Alzheimer's disease mitochondrial functions dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,joglekar2021_spatial_tran_2,analysis/benchmark,Postnatal mouse brain isoform atlas dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,maynard2024_visium,analysis/benchmark,Human dorsolateral prefrontal cortex dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,la2021_iss,analysis/benchmark,Developing mouse brain dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,hasel2021_spatial_tran,analysis/benchmark,Neuroinflammatory astrocyte subtypes dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,chen2021_slideseq,analysis/benchmark,Mammalian spermatogenesis dataset
SPASCER,SPASCER: spatial transcriptomics annotation at single-cell resolution,https://doi.org/10.1093/nar/gkac889,dhainaut2022_spatial_tran,analysis/benchmark,Mouse lung Perturb-map dataset
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,berglund2018_st,analysis/benchmark,Human prostate cancer
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,maniatis2019_spatial_tran,analysis/benchmark,mouse ALS
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,guo2022_spatial_tran,analysis/benchmark,Human primary pancreatic cancer / human PDAC
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,stahl2016_spatial_tran,analysis/benchmark,mouse olfactory bulb
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,maynard2024_visium,analysis/benchmark,Human DLPFC
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,stickels2021_stereo,analysis/benchmark,Mouse cortex
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,wang2018_osmfish,analysis/benchmark,Mouse visual cortex
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,mokitt2018_merfish,analysis/benchmark,Mouse hypothalamus
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,ji2020_xenium,analysis/benchmark,Human cutaneous squamous cell carcinoma
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,thrane2018_spatial_rese,analysis/benchmark,Human cutaneous malignant melanoma
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,meylan2022_unknown,analysis/benchmark,Human clear cell renal cell carcinoma primary tumors
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,janesick2023_visium_2,analysis/benchmark,human breast cancer (Xenium)
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,rodriques2019_slideseq,analysis/benchmark,Mouse hippocampus
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,brown2019_slideseq,analysis/benchmark,Mouse cerebellum
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,marklund2022_visium,analysis/benchmark,Human prostate cancer (Starfysh)
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,zeisel2015_osmfish,analysis/benchmark,Mouse somatosensory cortex
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,travaglini2020_visium_2,analysis/benchmark,Human lung
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,lopez2022_visium,analysis/benchmark,Mouse lymph node and tumor
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,eng2019_seqfish,analysis/benchmark,Mouse cortex (seqFISH+)
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,chen2022_slideseq,analysis/benchmark,Mouse olfactory bulb (Stereo-seq)
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,asp2019_10x_genomics,analysis/benchmark,Human heart
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,barkley2022_unknown,analysis/benchmark,Endometrial cancer
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,chen2022_unknown,analysis/benchmark,Human MTG
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,guilliams2022_visium,analysis/benchmark,Mouse liver
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,shah2017_seqfish,analysis/benchmark,Mouse embryo (seqFISH)
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,pijuansala2019_unknown,analysis/benchmark,Mouse gastrulation
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,yao2021_merfish,analysis/benchmark,Mouse primary motor cortex
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,haviv2024_xenium,analysis/benchmark,Mouse brain (Zenodo 10712720)
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,zeng2023_starmap,analysis/benchmark,Mouse brain (STARmap PLUS)
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,benchetrit2023_visium,analysis/benchmark,Mouse spleen
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,zhang2023_unknown_2,analysis/benchmark,Mouse brain (SpatialGlue)
PMC11725393,Deep learning in integrating spatial transcriptomics with other modalities,https://doi.org/10.1093/bib/bbae719,long2024_visium,analysis/benchmark,Human lymph node (SpatialGlue)
PMC10687049,Integrating spatial and single-cell transcriptomics data using deep generative models with SpatialScope,https://doi.org/10.1038/s41467-023-43629-w,zhang2021_merfish,analysis/benchmark,MERFISH MOp dataset
PMC10687049,Integrating spatial and single-cell transcriptomics data using deep generative models with SpatialScope,https://doi.org/10.1038/s41467-023-43629-w,allen2023_aging_brain_merfish,analysis/benchmark,MERFISH Mouse brain section 1
PMC10687049,Integrating spatial and single-cell transcriptomics data using deep generative models with SpatialScope,https://doi.org/10.1038/s41467-023-43629-w,zeng2023_starmap,analysis/benchmark,STARmap PLUS Hippocampus 3D
PMC10453814,Opportunities and challenges in the application of single-cell and spatial transcriptomics in plants,https://doi.org/10.3389/fpls.2023.1185377,morenovillena2022_visium,analysis/benchmark,Portulaca C4+CAM spatial transcriptomics dataset
PMC10453814,Opportunities and challenges in the application of single-cell and spatial transcriptomics in plants,https://doi.org/10.3389/fpls.2023.1185377,liu2022_visium,analysis/benchmark,Phalaenopsis Big Chili spatial transcriptomics dataset
PMC10453814,Opportunities and challenges in the application of single-cell and spatial transcriptomics in plants,https://doi.org/10.3389/fpls.2023.1185377,xia2022_stereo,analysis/benchmark,Arabidopsis thaliana leaf stereo-seq dataset
PMC11541207,Interpretable spatially aware dimension reduction of spatial transcriptomics with STAMP,https://doi.org/10.1038/s41592-024-02463-8,stickels2021_stereo,analysis/benchmark,Slide-seq V2 mouse hippocampus dataset
PMC11541207,Interpretable spatially aware dimension reduction of spatial transcriptomics with STAMP,https://doi.org/10.1038/s41592-024-02463-8,he2022_cosmx_4,analysis/benchmark,Human non-small cell lung cancer (NSCLC) dataset (Lung #5-3)
PMC11541207,Interpretable spatially aware dimension reduction of spatial transcriptomics with STAMP,https://doi.org/10.1038/s41592-024-02463-8,chen2022_slideseq,analysis/benchmark,Mouse olfactory bulb dataset (Stereo-seq)
PMC11541207,Interpretable spatially aware dimension reduction of spatial transcriptomics with STAMP,https://doi.org/10.1038/s41592-024-02463-8,maynard2024_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) dataset
PMC8763645,Integration of spatial and single-cell transcriptomic data elucidates mouse organogenesis,https://doi.org/10.1038/s41587-021-01006-2,lohoff2021_seqfish,analysis/benchmark,seqFISH spatial transcriptomics data
PMC8763645,Integration of spatial and single-cell transcriptomic data elucidates mouse organogenesis,https://doi.org/10.1038/s41587-021-01006-2,pijuansala2019_unknown,analysis/benchmark,Gastrulation atlas scRNA-seq dataset
SRTsim,SRTsim: spatial pattern preserving simulations for spatially resolved transcriptomics,https://doi.org/10.1186/s13059-023-02879-z,v1_mouse_brain_s2023_visium,analysis/benchmark,V1_Adult_Mouse_Brain
SRTsim,SRTsim: spatial pattern preserving simulations for spatially resolved transcriptomics,https://doi.org/10.1186/s13059-023-02879-z,maynard2024_visium,analysis/benchmark,spatialLIBD_151507
SRTsim,SRTsim: spatial pattern preserving simulations for spatially resolved transcriptomics,https://doi.org/10.1186/s13059-023-02879-z,stahl2016_spatial_tran,analysis/benchmark,Breast Cancer Layer 2
SRTsim,SRTsim: spatial pattern preserving simulations for spatially resolved transcriptomics,https://doi.org/10.1186/s13059-023-02879-z,liu2020_spots,analysis/benchmark,GSM4096261_10t
SRTsim,SRTsim: spatial pattern preserving simulations for spatially resolved transcriptomics,https://doi.org/10.1186/s13059-023-02879-z,eng2019_seqfish,analysis/benchmark,cortex_seqfish_plus
SRTsim,SRTsim: spatial pattern preserving simulations for spatially resolved transcriptomics,https://doi.org/10.1186/s13059-023-02879-z,wang2018_osmfish,analysis/benchmark,starmap_1020_0410
SRTsim,SRTsim: spatial pattern preserving simulations for spatially resolved transcriptomics,https://doi.org/10.1186/s13059-023-02879-z,stickels2021_stereo,analysis/benchmark,Puck_190926_03
SRTsim,SRTsim: spatial pattern preserving simulations for spatially resolved transcriptomics,https://doi.org/10.1186/s13059-023-02879-z,he2022_cosmx_4,analysis/benchmark,Lung5_Rep1_FOV1
SRTsim,SRTsim: spatial pattern preserving simulations for spatially resolved transcriptomics,https://doi.org/10.1186/s13059-023-02879-z,humanprostatecan2023_merfish,analysis/benchmark,HumanBreastCancerPatient1_FOV659
PMC11844362,SpaceBar enables clone tracing in spatial transcriptomic data,https://doi.org/10.1101/2025.02.10.637514,spacebar_melanom2025_seqfish,analysis/benchmark,SpaceBar melanoma in vitro and tumor xenograft dataset
PMC10683105,A machine learning one-class logistic regression model to predict stemness for single cell transcriptomics and spatial omics,https://doi.org/10.1186/s12864-023-09722-6,wu2021_visium_5,analysis/benchmark,Visium breast cancer dataset
PMC10683105,A machine learning one-class logistic regression model to predict stemness for single cell transcriptomics and spatial omics,https://doi.org/10.1186/s12864-023-09722-6,phenocycler_fusi2023_phenocycler,analysis/benchmark,PhenoCycler Fusion dataset
PMC10683105,A machine learning one-class logistic regression model to predict stemness for single cell transcriptomics and spatial omics,https://doi.org/10.1186/s12864-023-09722-6,cosmx_dataset2023_cosmx,analysis/benchmark,CosMX dataset
TIST,TIST: Transcriptome and Histopathological Image Integrative Analysis for Spatial Transcriptomics,https://doi.org/10.1016/j.gpb.2022.11.012,wu2021_visium_4,analysis/benchmark,"Human primary liver cancer samples (HCC-1N, HCC-1L, HCC-1T, cHC-1N, cHC-1L, cHC-1T, HCC-2N, HCC-2L, HCC-2T, HCC-2P, HCC-3N, HCC-3L, HCC-3T, HCC-4N, HCC-4L, HCC-4T, ICC-1L, HCC-5A, HCC-5B, HCC-5C, HCC-5D)"
PMC7158132,Automation of Spatial Transcriptomics library preparation to enable rapid and robust insights into spatial organization of tissues,https://doi.org/10.1186/s12864-020-6631-z,stahl2016_spatial_tran,analysis/benchmark,mouse olfactory bulb dataset
PMC7158132,Automation of Spatial Transcriptomics library preparation to enable rapid and robust insights into spatial organization of tissues,https://doi.org/10.1186/s12864-020-6631-z,prostate_cancer_2020_spatial_tran,analysis/benchmark,prostate cancer needle biopsy dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,chen2021_slideseq,analysis/benchmark,Slide-seqV2 testis dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,guo2018_seqfish,analysis/benchmark,seqFISH human testis dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,wang2020_ish,analysis/benchmark,ISH human endometrium dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,garciaalonso2021_visium_2,analysis/benchmark,10x Genomics Visium human endometrium dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,mesa2021_visium,analysis/benchmark,10x Genomics Visium mouse uterus Ezh2 KO dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,srivatsan2021_scispace_2,analysis/benchmark,sci-Space mouse embryo dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,holler2021_tomo,analysis/benchmark,Tomo-seq zebrafish embryo dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,arutyunyan2023_visium_2,analysis/benchmark,10x Genomics Visium human maternal-fetal interface dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,li2022_visium_2,analysis/benchmark,10x Genomics Visium mouse uterus implantation site dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,he2021_starmap_2,analysis/benchmark,STARmap mouse placenta dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,chen2022_stereo_3,analysis/benchmark,Stereo-seq mouse embryo dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,hirz2023_slideseq,analysis/benchmark,Slide-seqV2 human prostate tumor dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,fonseca2023_visium,analysis/benchmark,10x Genomics Visium human endometriosis dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,stur2022_visium,analysis/benchmark,10x Genomics Visium human HGSC ovarian cancer dataset
PMC10628492,Dissecting mammalian reproduction with spatial transcriptomics,https://doi.org/10.1093/humupd/dmad017,ou2022_stereo,analysis/benchmark,Stereo-seq human cervical squamous cell carcinoma dataset
STellaris,STellaris: a web server for accurate spatial mapping of single cells based on spatial transcriptomics data,https://doi.org/10.1093/nar/gkad419,embryonic_mouse_2023_stereo,analysis/benchmark,Embryonic mouse brain sections (E14.5)
STellaris,STellaris: a web server for accurate spatial mapping of single cells based on spatial transcriptomics data,https://doi.org/10.1093/nar/gkad419,ji2020_xenium,analysis/benchmark,Skin tissue sections of human cutaneous squamous cell carcinoma (cSCC)
PMC11978512,A computational pipeline for spatial mechano-transcriptomics,https://doi.org/10.1038/s41592-025-02618-1,lohoff2021_seqfish,analysis/benchmark,E8.5 mouse embryo multi-embryo seqFISH dataset
PMC12192682,Progress and applications of single-cell RNA sequencing and spatial transcriptome technology in acute kidney injury research,https://doi.org/10.1016/j.omtn.2025.102583,dixon2022_visium,analysis/benchmark,Spatial transcriptomics dataset from Dixon et al.
PMC12192682,Progress and applications of single-cell RNA sequencing and spatial transcriptome technology in acute kidney injury research,https://doi.org/10.1016/j.omtn.2025.102583,li2024_unknown,analysis/benchmark,Spatial metabolomics and single-cell ATAC/RNA sequencing dataset from Li et al.
PMC12192682,Progress and applications of single-cell RNA sequencing and spatial transcriptome technology in acute kidney injury research,https://doi.org/10.1016/j.omtn.2025.102583,cheung2022_unknown,analysis/benchmark,Spatially resolved gene expression profiling dataset from Cheung et al.
PMC12192682,Progress and applications of single-cell RNA sequencing and spatial transcriptome technology in acute kidney injury research,https://doi.org/10.1016/j.omtn.2025.102583,chu2023_unknown,analysis/benchmark,Spatially resolved transcriptomic profiling dataset from Chu et al.
PMC12192682,Progress and applications of single-cell RNA sequencing and spatial transcriptome technology in acute kidney injury research,https://doi.org/10.1016/j.omtn.2025.102583,zhang2024_unknown,analysis/benchmark,Integrative spatial and single-cell analysis dataset from Zhang et al.
PMC12192682,Progress and applications of single-cell RNA sequencing and spatial transcriptome technology in acute kidney injury research,https://doi.org/10.1016/j.omtn.2025.102583,liu2024_unknown_2,analysis/benchmark,Single-Cell Spatial Transcriptomics dataset from Liu et al.
PMC12693644,A spatially informed matrix normal model for gene co-expression analysis in spatial transcriptomics studies,https://doi.org/10.1093/nar/gkaf1264,hahn2023_visium,analysis/benchmark,10X Visium Aging Mouse Brain Data
PMC12693644,A spatially informed matrix normal model for gene co-expression analysis in spatial transcriptomics studies,https://doi.org/10.1093/nar/gkaf1264,fang2022_merfish,analysis/benchmark,MERFISH Human and Mouse Cortex Data
